Datetime,Open,High,Low,Close,Adj Close,Volume,delta p
2021-03-23 09:30:00-04:00,123.5,123.5,123.44000244140625,123.4800033569336,123.4800033569336,2133020,-0.016191613818952427
2021-03-23 09:31:00-04:00,123.45999908447266,123.48999786376953,122.94999694824219,123.0,123.0,524292,-0.3725895738569704
2021-03-23 09:32:00-04:00,122.98500061035156,123.05999755859375,122.80999755859375,122.83740234375,122.83740234375,403373,-0.12001322589670277
2021-03-23 09:33:00-04:00,122.83000183105469,123.02999877929688,122.70999908447266,122.96620178222656,122.96620178222656,410835,0.11088492155134043
2021-03-23 09:34:00-04:00,122.66999816894531,122.69000244140625,122.56999969482422,122.58999633789062,122.58999633789062,486640,-0.06521711278132265
2021-03-23 09:35:00-04:00,122.66999816894531,122.94000244140625,122.66999816894531,122.92500305175781,122.92500305175781,439312,0.2078787695596918
2021-03-23 09:36:00-04:00,122.75,123.10990142822266,122.69000244140625,123.04000091552734,123.04000091552734,501150,0.23625329167197046
2021-03-23 09:37:00-04:00,123.0801010131836,123.08499908447266,122.81999969482422,122.82990264892578,122.82990264892578,414578,-0.20328092209723875
2021-03-23 09:38:00-04:00,122.75,122.86000061035156,122.75,122.79000091552734,122.79000091552734,364988,0.032587303891929736
2021-03-23 09:39:00-04:00,122.75,122.87300109863281,122.69499969482422,122.86000061035156,122.86000061035156,312331,0.0896135318546334
2021-03-23 09:40:00-04:00,122.75,122.75,122.69000244140625,122.73999786376953,122.73999786376953,399616,-0.008148379821155804
2021-03-23 09:41:00-04:00,122.76000213623047,122.94999694824219,122.76000213623047,122.7864990234375,122.7864990234375,299348,0.021584300053715262
2021-03-23 09:42:00-04:00,122.6718978881836,122.77999877929688,122.66999816894531,122.74009704589844,122.74009704589844,293625,0.0555947685565343
2021-03-23 09:43:00-04:00,122.75,122.75990295410156,122.70069885253906,122.7490005493164,122.7490005493164,304157,-0.0008142164428462322
2021-03-23 09:44:00-04:00,122.75,122.79000091552734,122.73999786376953,122.77010345458984,122.77010345458984,274958,0.016377559747326884
2021-03-23 09:45:00-04:00,122.8301010131836,122.87999725341797,122.69000244140625,122.70500183105469,122.70500183105469,633292,-0.10184733310239574
2021-03-23 09:46:00-04:00,122.76000213623047,122.93000030517578,122.74500274658203,122.87100219726562,122.87100219726562,384954,0.09042038050144063
2021-03-23 09:47:00-04:00,123.05500030517578,123.08000183105469,123.05010223388672,123.07499694824219,123.07499694824219,322859,0.016250167012160966
2021-03-23 09:48:00-04:00,122.88300323486328,122.88500213623047,122.88300323486328,122.88500213623047,122.88500213623047,425673,0.0016266703405409524
2021-03-23 09:49:00-04:00,122.96499633789062,123.0,122.88500213623047,122.98100280761719,122.98100280761719,250487,0.013017094460425925
2021-03-23 09:50:00-04:00,123.0,123.05000305175781,122.94000244140625,122.94000244140625,122.94000244140625,353916,-0.04877850292174797
2021-03-23 09:51:00-04:00,123.0000991821289,123.03500366210938,123.0000991821289,123.00990295410156,123.00990295410156,208227,0.007970539892117967
2021-03-23 09:52:00-04:00,122.99620056152344,123.00499725341797,122.8499984741211,122.88700103759766,122.88700103759766,258205,-0.08878284323194113
2021-03-23 09:53:00-04:00,122.87110137939453,122.94000244140625,122.70999908447266,122.77999877929688,122.77999877929688,253917,-0.07414485511638308
2021-03-23 09:54:00-04:00,122.75,122.80999755859375,122.69999694824219,122.80010223388672,122.80010223388672,250491,0.04081648381810082
2021-03-23 09:55:00-04:00,122.83999633789062,122.88500213623047,122.83999633789062,122.8499984741211,122.8499984741211,178216,0.008142410068912987
2021-03-23 09:56:00-04:00,122.75,122.77999877929688,122.61000061035156,122.63990020751953,122.63990020751953,336384,-0.08969433195964867
2021-03-23 09:57:00-04:00,122.625,122.69499969482422,122.56999969482422,122.5999984741211,122.5999984741211,330970,-0.02038860418259429
2021-03-23 09:58:00-04:00,122.625,122.6969985961914,122.625,122.69000244140625,122.69000244140625,232433,0.05300912652905199
2021-03-23 09:59:00-04:00,122.69000244140625,122.8499984741211,122.61219787597656,122.75910186767578,122.75910186767578,298590,0.056320339795030525
2021-03-23 10:00:00-04:00,122.75499725341797,122.87000274658203,122.62000274658203,122.78910064697266,122.78910064697266,295762,0.027781674325065352
2021-03-23 10:01:00-04:00,122.79000091552734,122.96499633789062,122.73999786376953,122.88990020751953,122.88990020751953,302603,0.0813578396020313
2021-03-23 10:02:00-04:00,122.88999938964844,122.98999786376953,122.79000091552734,122.84010314941406,122.84010314941406,313933,-0.04060236022637492
2021-03-23 10:03:00-04:00,122.84500122070312,122.95999908447266,122.83999633789062,122.9000015258789,122.9000015258789,129540,0.044772114965400824
2021-03-23 10:04:00-04:00,122.90989685058594,122.94000244140625,122.80000305175781,122.93499755859375,122.93499755859375,152733,0.020422039763263247
2021-03-23 10:05:00-04:00,122.94000244140625,123.06999969482422,122.86000061035156,122.88999938964844,122.88999938964844,306216,-0.040672727155381484
2021-03-23 10:06:00-04:00,122.88999938964844,123.04560089111328,122.87000274658203,122.98500061035156,122.98500061035156,194264,0.07730590054110405
2021-03-23 10:07:00-04:00,122.9800033569336,123.05000305175781,122.93000030517578,123.01020050048828,123.01020050048828,195012,0.02455451514913704
2021-03-23 10:08:00-04:00,123.01499938964844,123.31999969482422,123.01499938964844,123.28500366210938,123.28500366210938,377143,0.21948890281721045
2021-03-23 10:09:00-04:00,123.29000091552734,123.48999786376953,123.29000091552734,123.41999816894531,123.41999816894531,485315,0.10544022422956822
2021-03-23 10:10:00-04:00,123.43000030517578,123.66000366210938,123.41999816894531,123.51000213623047,123.51000213623047,456466,0.06481554796798683
2021-03-23 10:11:00-04:00,123.51000213623047,123.59529876708984,123.41819763183594,123.56500244140625,123.56500244140625,312218,0.04453105353776643
2021-03-23 10:12:00-04:00,123.56819915771484,123.73999786376953,123.55010223388672,123.62999725341797,123.62999725341797,436803,0.05001132663934813
2021-03-23 10:13:00-04:00,123.63500213623047,123.6500015258789,123.55999755859375,123.6500015258789,123.6500015258789,187701,0.012131992873595803
2021-03-23 10:14:00-04:00,123.65989685058594,123.76000213623047,123.56999969482422,123.64250183105469,123.64250183105469,331333,-0.01406682358167241
2021-03-23 10:15:00-04:00,123.63999938964844,123.72000122070312,123.5199966430664,123.54000091552734,123.54000091552734,278671,-0.08087874038720351
2021-03-23 10:16:00-04:00,123.54499816894531,123.6500015258789,123.5022964477539,123.56990051269531,123.56990051269531,220427,0.020156496919403036
2021-03-23 10:17:00-04:00,123.55999755859375,123.58999633789062,123.4800033569336,123.50499725341797,123.50499725341797,196247,-0.04451303517523897
2021-03-23 10:18:00-04:00,123.5000991821289,123.52999877929688,123.42500305175781,123.45500183105469,123.45500183105469,198526,-0.03651604441848462
2021-03-23 10:19:00-04:00,123.45500183105469,123.5,123.3550033569336,123.44000244140625,123.44000244140625,321928,-0.012149681605419129
2021-03-23 10:20:00-04:00,123.44999694824219,123.47010040283203,123.26000213623047,123.2699966430664,123.2699966430664,257715,-0.14580827025151602
2021-03-23 10:21:00-04:00,123.26499938964844,123.30000305175781,123.18000030517578,123.27999877929688,123.27999877929688,238882,0.012168409299239506
2021-03-23 10:22:00-04:00,123.27999877929688,123.3499984741211,123.22000122070312,123.30989837646484,123.30989837646484,173512,0.02425340482156945
2021-03-23 10:23:00-04:00,123.30999755859375,123.31999969482422,123.23500061035156,123.2677001953125,123.2677001953125,150956,-0.03430164959751246
2021-03-23 10:24:00-04:00,123.25499725341797,123.41000366210938,123.25,123.39009857177734,123.39009857177734,193572,0.10961122986486337
2021-03-23 10:25:00-04:00,123.4000015258789,123.44999694824219,123.22000122070312,123.25499725341797,123.25499725341797,197809,-0.11750751269685182
2021-03-23 10:26:00-04:00,123.25499725341797,123.34410095214844,123.20999908447266,123.2750015258789,123.2750015258789,185006,0.016229988971406806
2021-03-23 10:27:00-04:00,123.27999877929688,123.27999877929688,123.12999725341797,123.20999908447266,123.20999908447266,173230,-0.05678106385248781
2021-03-23 10:28:00-04:00,123.20999908447266,123.26000213623047,123.16320037841797,123.18499755859375,123.18499755859375,137584,-0.020291799419432856
2021-03-23 10:29:00-04:00,123.18000030517578,123.18000030517578,123.05500030517578,123.08999633789062,123.08999633789062,249721,-0.07306702960072525
2021-03-23 10:30:00-04:00,123.0801010131836,123.16000366210938,122.9800033569336,123.08999633789062,123.08999633789062,309726,0.00803974373239369
2021-03-23 10:31:00-04:00,123.0999984741211,123.16000366210938,123.0199966430664,123.06999969482422,123.06999969482422,203735,-0.024369439210985486
